GO.ID,Term,Annotated,Significant,Expected,raw.p.value,ontology,p_bon,uniform_log,p_log,rank,label,upper,lower,dataset
GO:0051455,attachment of spindle microtubules to ki...,2,1,0.03,0.02836,BP,1,2.102338698319911,-0,163,,2.170130010252921,2.037115506659851,SRR6998058_v2
GO:0046813,receptor-mediated virion attachment to h...,2,1,0.03,0.02836,BP,1,2.0996743066384993,-0,164,,2.16725259369606,2.034648710492984,SRR6998058_v2
GO:0021691,cerebellar Purkinje cell layer maturatio...,2,1,0.03,0.02836,BP,1,2.0970261613488113,-0,165,,2.1643933870451626,2.0321963844760087,SRR6998058_v2
GO:0030538,embryonic genitalia morphogenesis,2,1,0.03,0.02836,BP,1,2.094394065523067,-0,166,,2.161552163405914,2.029758358258755,SRR6998058_v2
GO:0006424,glutamyl-tRNA aminoacylation,2,1,0.03,0.02836,BP,1,2.0917778257924655,-0,167,,2.158728700078644,2.027334464495655,SRR6998058_v2
GO:2000828,regulation of parathyroid hormone secret...,2,1,0.03,0.02836,BP,1,2.08917725226194,-0,168,,2.155922778455865,2.024924538775276,SRR6998058_v2
GO:0006433,prolyl-tRNA aminoacylation,2,1,0.03,0.02836,BP,1,2.0865921584274467,-0,169,,2.153134183922911,2.022528419551929,SRR6998058_v2
GO:2000845,positive regulation of testosterone secr...,2,1,0.03,0.02836,BP,1,2.084022361095703,-0,170,,2.150362705761567,2.020145948079268,SRR6998058_v2
GO:0097214,positive regulation of lysosomal membran...,2,1,0.03,0.02836,BP,1,2.0814676803062877,-0,171,,2.147608137056586,2.017776968345793,SRR6998058_v2
GO:0072014,proximal tubule development,2,1,0.03,0.02836,BP,1,2.078927939256015,-0,172,,2.144870274604984,2.015421327012194,SRR6998058_v2
GO:0071403,cellular response to high density lipopr...,2,1,0.03,0.02836,BP,1,2.0764029642255113,-0,173,,2.1421489188280205,2.013078873350535,SRR6998058_v2
GO:0035622,intrahepatic bile duct development,2,1,0.03,0.02836,BP,1,2.0738925845079117,-0,174,,2.139443873685763,2.0107494591850714,SRR6998058_v2
GO:0060769,positive regulation of epithelial cell p...,2,1,0.03,0.02836,BP,1,2.0713966323396056,-0,175,,2.136754946594155,2.0084329388348396,SRR6998058_v2
GO:0034066,RIC1-RGP1 guanyl-nucleotide exchange fac...,2,1,0.03,0.02918,CC,1,2.0689149428329614,-0,176,,2.1340819483444893,2.0061291690577727,SRR6998058_v2
GO:0030142,COPI-coated Golgi to ER transport vesicl...,2,1,0.03,0.02918,CC,1,2.066447353910963,-0,177,,2.131424693025213,2.0038380089964276,SRR6998058_v2
GO:0031251,PAN complex,2,1,0.03,0.02918,CC,1,2.0639937062436915,-0,178,,2.1287829979459754,2.001559320125179,SRR6998058_v2
GO:1990836,lysosomal matrix,2,1,0.03,0.02918,CC,1,2.061553843186592,-0,179,,2.126156683563848,1.9992929661989032,SRR6998058_v2
GO:0070381,endosome to plasma membrane transport ve...,2,1,0.03,0.02918,CC,1,2.0591276107204664,-0,180,,2.123545573411641,1.9970388132030494,SRR6998058_v2
GO:0033557,Slx1-Slx4 complex,2,1,0.03,0.02918,CC,1,2.0567148573931275,-0,181,,2.120949494028245,1.9947967293050786,SRR6998058_v2
GO:0003382,epithelial cell morphogenesis,28,3,0.4,0.02928,BP,1,2.054315434262673,-0,182,,2.118368274890928,1.9925665848072063,SRR6998058_v2
GO:0048015,phosphatidylinositol-mediated signaling,111,4,1.6,0.02934,BP,1,2.0519291948423106,-0,183,,2.115801748349527,1.99034825210044,SRR6998058_v2
GO:0120017,intermembrane ceramide transfer activity,2,1,0.03,0.0294,MF,1,2.049555995046696,-0,184,,2.1132497495624656,1.988141605619845,SRR6998058_v2
GO:0004797,thymidine kinase activity,2,1,0.03,0.0294,MF,1,2.047195693139725,-0,185,,2.1107121164345406,1.9859465218009875,SRR6998058_v2
GO:0050211,procollagen galactosyltransferase activi...,2,1,0.03,0.0294,MF,1,2.0448481496837396,-0,186,,2.1081886895564184,1.9837628790375659,SRR6998058_v2
GO:0015230,FAD transmembrane transporter activity,2,1,0.03,0.0294,MF,1,2.042513227490098,-0,187,,2.1056793121457855,1.9815905576401087,SRR6998058_v2
GO:0047288,monosialoganglioside sialyltransferase a...,2,1,0.03,0.0294,MF,1,2.0401907915710664,-0,188,,2.1031838299900993,1.9794294397958214,SRR6998058_v2
GO:0004142,diacylglycerol cholinephosphotransferase...,2,1,0.03,0.0294,MF,1,2.0378807090929927,-0,189,,2.1007020913908843,1.9772794095294324,SRR6998058_v2
GO:0001135,RNA polymerase II transcription regulato...,2,1,0.03,0.0294,MF,1,2.035582849330713,-0,190,,2.098233947109531,1.975140352665067,SRR6998058_v2
GO:0010856,adenylate cyclase activator activity,2,1,0.03,0.0294,MF,1,2.033297083623166,-0,191,,2.095779250314541,1.9730121567891294,SRR6998058_v2
GO:0004014,adenosylmethionine decarboxylase activit...,2,1,0.03,0.0294,MF,1,2.0310232853301624,-0,192,,2.0933378565301783,1.9708947112141204,SRR6998058_v2
GO:0004827,proline-tRNA ligase activity,2,1,0.03,0.0294,MF,1,2.0287613297902847,-0,193,,2.0909096235864792,1.9687879069433618,SRR6998058_v2
GO:0019810,putrescine binding,2,1,0.03,0.0294,MF,1,2.026511094279874,-0,194,,2.088494411570579,1.966691636636676,SRR6998058_v2
GO:0004818,glutamate-tRNA ligase activity,2,1,0.03,0.0294,MF,1,2.0242724579730775,-0,195,,2.086092082779312,1.964605794576858,SRR6998058_v2
GO:0008768,UDP-sugar diphosphatase activity,2,1,0.03,0.0294,MF,1,2.0220453019029185,-0,196,,2.083702501673053,1.962530276637069,SRR6998058_v2
GO:0016316,"phosphatidylinositol-3,4-bisphosphate 4-...",2,1,0.03,0.0294,MF,1,2.0198295089233587,-0,197,,2.0813255348307456,1.9604649802489793,SRR6998058_v2
GO:0031403,lithium ion binding,2,1,0.03,0.0294,MF,1,2.017624963672325,-0,198,,2.0789610509061003,1.9584098043717633,SRR6998058_v2
GO:0008118,"N-acetyllactosaminide alpha-2,3-sialyltr...",2,1,0.03,0.0294,MF,1,2.0154315525356705,-0,199,,2.0766089205849108,1.9563646494618219,SRR6998058_v2
GO:0021904,dorsal/ventral neural tube patterning,19,2,0.27,0.02956,BP,1,2.0132491636120373,-0,200,,2.074269016543463,1.9543294174432613,SRR6998058_v2
GO:0005667,transcription factor complex,279,8,4.15,0.02957,CC,1,2.011077686678603,-0,201,,2.071941213408001,1.952304011679133,SRR6998058_v2
GO:0050890,cognition,168,3,2.43,0.02994,BP,1,2.008917013157676,-0,202,,2.069625387715213,1.9502883369433066,SRR6998058_v2
GO:0006468,protein phosphorylation,1278,32,18.47,0.03015,BP,1,2.006767036084117,-0,203,,2.06732141787372,1.9482822993931015,SRR6998058_v2
GO:0101031,chaperone complex,19,2,0.28,0.03118,CC,1,2.0046276500735654,-0,204,,2.065029184126518,1.9462858065425346,SRR6998058_v2
GO:1903077,negative regulation of protein localizat...,20,2,0.29,0.03255,BP,1,2.0024987512914434,-0,205,,2.0627485685143645,1.9442987672362189,SRR6998058_v2
GO:0030513,positive regulation of BMP signaling pat...,20,2,0.29,0.03255,BP,1,2.000380237422716,-0,206,,2.0604794548400673,1.9423210916238969,SRR6998058_v2
GO:0048666,neuron development,741,18,10.71,0.03327,BP,1,1.9982720076423843,-0,207,,2.058221728633655,1.9403526911355975,SRR6998058_v2
GO:0000242,pericentriolar material,20,2,0.3,0.03431,CC,1,1.9961739625866928,-0,208,,2.055975277118402,1.938393478457325,SRR6998058_v2
GO:0017056,structural constituent of nuclear pore,20,2,0.3,0.0348,MF,1,1.994086004325028,-0,209,,2.053739989177686,1.9364433675074004,SRR6998058_v2
GO:0030742,GTP-dependent protein binding,20,2,0.3,0.0348,MF,1,1.9920080363324901,-0,210,,2.0515157553226473,1.934502273413297,SRR6998058_v2
GO:0030282,bone mineralization,69,3,1,0.03552,BP,1,1.989939963463117,-0,211,,2.049302467660632,1.9325701124890475,SRR6998058_v2
GO:0071260,cellular response to mechanical stimulus,21,2,0.3,0.03564,BP,1,1.987881691923743,-0,212,,2.047100019864394,1.9306468022131744,SRR6998058_v2
GO:0090023,positive regulation of neutrophil chemot...,21,2,0.3,0.03564,BP,1,1.9858331292484739,-0,213,,2.044908307142038,1.9287322612071225,SRR6998058_v2
GO:0030334,regulation of cell migration,626,15,9.05,0.0357,BP,1,1.9837941842737614,-0,214,,2.042727226207674,1.9268264092141976,SRR6998058_v2
GO:0000381,"regulation of alternative mRNA splicing,...",51,3,0.74,0.03615,BP,1,1.9817647671140612,-0,215,,2.040556675252774,1.9249291670789916,SRR6998058_v2
GO:0006260,DNA replication,220,6,3.18,0.03762,BP,1,1.9797447891380537,-0,216,,2.0383965539182,1.923040456727264,SRR6998058_v2
GO:0016922,nuclear receptor binding,21,2,0.31,0.0381,MF,1,1.97773416294542,-0,217,,2.0362467632668917,1.9211602011463071,SRR6998058_v2
GO:0051894,positive regulation of focal adhesion as...,22,2,0.32,0.03884,BP,1,1.975732802344148,-0,218,,2.0341072057571976,1.9192883243657186,SRR6998058_v2
GO:0005868,cytoplasmic dynein complex,22,2,0.33,0.04093,CC,1,1.9737406223283636,-0,219,,2.031977785216818,1.917424751438643,SRR6998058_v2
GO:0048477,oogenesis,54,4,0.78,0.04144,BP,1,1.971757539056664,-0,220,,2.0298584068173633,1.915569408423417,SRR6998058_v2
GO:0051787,misfolded protein binding,22,2,0.33,0.0415,MF,1,1.9697834698309469,-0,221,,2.0277489770494883,1.9137222223656267,SRR6998058_v2
GO:0034605,cellular response to heat,54,3,0.78,0.04176,BP,1,1.9678183330757157,-0,222,,2.025649403698607,1.9118831212805738,SRR6998058_v2
GO:0006306,DNA methylation,47,3,0.68,0.04185,BP,1,1.9658620483178537,-0,223,,2.023559595821159,1.9100520341361065,SRR6998058_v2
GO:0006112,energy reserve metabolic process,59,3,0.85,0.04193,BP,1,1.9639145361668489,-0,224,,2.0214794637214153,1.9082288908358551,SRR6998058_v2
GO:0097091,synaptic vesicle clustering,9,2,0.13,0.04201,BP,1,1.9619757182954622,-0,225,,2.0194089189288102,1.9064136222028298,SRR6998058_v2
GO:0002283,neutrophil activation involved in immune...,15,2,0.22,0.04203,BP,1,1.960045517420825,-0,226,,2.0173478741757886,1.904606159963357,SRR6998058_v2
GO:0097009,energy homeostasis,23,2,0.33,0.04215,BP,1,1.9581238572859534,-0,227,,2.015296243376144,1.9028064367313982,SRR6998058_v2
GO:0000289,nuclear-transcribed mRNA poly(A) tail sh...,23,2,0.33,0.04215,BP,1,1.9562106626416729,-0,228,,2.0132539416038475,1.9010143859931752,SRR6998058_v2
GO:0071107,response to parathyroid hormone,3,1,0.04,0.04224,BP,1,1.954305859228935,-0,229,,2.011220885072345,1.8992299420921528,SRR6998058_v2
GO:0030997,regulation of centriole-centriole cohesi...,3,1,0.04,0.04224,BP,1,1.9524093737615242,-0,230,,2.009196991114312,1.8974530402143384,SRR6998058_v2
GO:0016554,cytidine to uridine editing,3,1,0.04,0.04224,BP,1,1.9505211339091373,-0,231,,2.0071821781618597,1.8956836163738717,SRR6998058_v2
GO:1905224,clathrin-coated pit assembly,3,1,0.04,0.04224,BP,1,1.9486410682808322,-0,232,,2.005176365727171,1.8939216073989622,SRR6998058_v2
GO:2000017,positive regulation of determination of ...,3,1,0.04,0.04224,BP,1,1.9467691064088315,-0,233,,2.003179474383563,1.8921669509180967,SRR6998058_v2
GO:0006597,spermine biosynthetic process,3,1,0.04,0.04224,BP,1,1.9449051787326732,-0,234,,2.001191425746963,1.890419585346545,SRR6998058_v2
GO:1903288,positive regulation of potassium ion imp...,3,1,0.04,0.04224,BP,1,1.943049216583702,-0,235,,1.9992121424577833,1.8886794498731436,SRR6998058_v2
GO:0031509,telomeric heterochromatin assembly,3,1,0.04,0.04224,BP,1,1.941201152169889,-0,236,,1.9972415481631893,1.8869464844473756,SRR6998058_v2
GO:0072182,regulation of nephron tubule epithelial ...,3,1,0.04,0.04224,BP,1,1.9393609185609737,-0,237,,1.9952795674997486,1.8852206297666956,SRR6998058_v2
GO:0022009,central nervous system vasculogenesis,3,1,0.04,0.04224,BP,1,1.937528449673919,-0,238,,1.9933261260764517,1.8835018272641328,SRR6998058_v2
GO:2000327,positive regulation of nuclear receptor ...,3,1,0.04,0.04224,BP,1,1.9357036802586713,-0,239,,1.9913811504580954,1.8817900190961385,SRR6998058_v2
GO:2000331,regulation of terminal button organizati...,3,1,0.04,0.04224,BP,1,1.933886545884222,-0,240,,1.9894445681490174,1.880085148130712,SRR6998058_v2
GO:0061198,fungiform papilla formation,3,1,0.04,0.04224,BP,1,1.9320769829249536,-0,241,,1.9875163075771756,1.8783871579357236,SRR6998058_v2
GO:0032258,protein localization by the Cvt pathway,3,1,0.04,0.04224,BP,1,1.9302749285472731,-0,242,,1.9855962980785642,1.8766959927675189,SRR6998058_v2
GO:1904431,positive regulation of t-circle formatio...,3,1,0.04,0.04224,BP,1,1.9284803206965218,-0,243,,1.9836844698819533,1.875011597559736,SRR6998058_v2
GO:1902961,positive regulation of aspartic-type end...,3,1,0.04,0.04224,BP,1,1.926693098084151,-0,244,,1.9817807540939512,1.873333917912339,SRR6998058_v2
GO:0060916,mesenchymal cell proliferation involved ...,3,1,0.04,0.04224,BP,1,1.9249132001751652,-0,245,,1.9798850826843728,1.8716629000809086,SRR6998058_v2
GO:0001920,negative regulation of receptor recyclin...,3,1,0.04,0.04224,BP,1,1.9231405671758168,-0,246,,1.9779973884719149,1.8699984909660943,SRR6998058_v2
GO:0010536,positive regulation of activation of Jan...,3,1,0.04,0.04224,BP,1,1.9213751400215553,-0,247,,1.9761176051101252,1.8683406381033303,SRR6998058_v2
GO:0061738,late endosomal microautophagy,3,1,0.04,0.04224,BP,1,1.9196168603652166,-0,248,,1.9742456670736594,1.8666892896527232,SRR6998058_v2
GO:1990743,protein sialylation,3,1,0.04,0.04224,BP,1,1.9178656705654533,-0,249,,1.97238150964482,1.8650443943891593,SRR6998058_v2
GO:1902309,negative regulation of peptidyl-serine d...,3,1,0.04,0.04224,BP,1,1.9161215136753955,-0,250,,1.9705250689003693,1.863405901692579,SRR6998058_v2
GO:0043697,cell dedifferentiation,3,1,0.04,0.04224,BP,1,1.9143843334315396,-0,251,,1.9686762816986092,1.8617737615384828,SRR6998058_v2
GO:1990705,cholangiocyte proliferation,3,1,0.04,0.04224,BP,1,1.912654074242858,-0,252,,1.9668350856667238,1.8601479244886014,SRR6998058_v2
GO:0023016,signal transduction by trans-phosphoryla...,3,1,0.04,0.04224,BP,1,1.910930681180124,-0,253,,1.9650014191883751,1.8585283416817333,SRR6998058_v2
GO:0097494,regulation of vesicle size,3,1,0.04,0.04224,BP,1,1.9092140999654494,-0,254,,1.963175221391548,1.8569149648247902,SRR6998058_v2
GO:0071926,endocannabinoid signaling pathway,3,1,0.04,0.04224,BP,1,1.9075042769620267,-0,255,,1.9613564321366392,1.8553077461840128,SRR6998058_v2
GO:0016185,synaptic vesicle budding from presynapti...,3,1,0.04,0.04224,BP,1,1.9058011591640727,-0,256,,1.9595449920047803,1.853706638576315,SRR6998058_v2
GO:0060484,lung-associated mesenchyme development,3,1,0.04,0.04224,BP,1,1.904104694186969,-0,257,,1.9577408422863953,1.8521115953608591,SRR6998058_v2
GO:0061549,sympathetic ganglion development,3,1,0.04,0.04224,BP,1,1.9024148302575945,-0,258,,1.9559439249699828,1.850522570430736,SRR6998058_v2
GO:1904582,positive regulation of intracellular mRN...,3,1,0.04,0.04224,BP,1,1.9007315162048428,-0,259,,1.954154182731117,1.8489395182048445,SRR6998058_v2
GO:0034398,telomere tethering at nuclear periphery,3,1,0.04,0.04224,BP,1,1.8990547014503276,-0,260,,1.9523715589216675,1.8473623936198948,SRR6998058_v2
GO:0045967,negative regulation of growth rate,3,1,0.04,0.04224,BP,1,1.8973843359992608,-0,261,,1.9505959975592257,1.8457911521225812,SRR6998058_v2
GO:0097104,postsynaptic membrane assembly,3,1,0.04,0.04224,BP,1,1.895720370431511,-0,262,,1.94882744331674,1.8442257496619006,SRR6998058_v2
GO:0097105,presynaptic membrane assembly,3,1,0.04,0.04224,BP,1,1.8940627558928285,-0,263,,1.9470658415123498,1.8426661426816027,SRR6998058_v2
GO:0035814,negative regulation of renal sodium excr...,3,1,0.04,0.04224,BP,1,1.8924114440862387,-0,264,,1.9453111380994148,1.8411122881128057,SRR6998058_v2
GO:0034436,glycoprotein transport,3,1,0.04,0.04224,BP,1,1.8907663872635996,-0,265,,1.9435632796567384,1.8395641433667265,SRR6998058_v2
GO:0000973,posttranscriptional tethering of RNA pol...,3,1,0.04,0.04224,BP,1,1.8891275382173163,-0,266,,1.9418222133789753,1.8380216663275564,SRR6998058_v2
GO:0044614,nuclear pore cytoplasmic filaments,3,1,0.04,0.04345,CC,1,1.887494850272213,-0,267,,1.940087887067225,1.8364848153454585,SRR6998058_v2
GO:0070743,interleukin-23 complex,3,1,0.04,0.04345,CC,1,1.885868277277557,-0,268,,1.9383602491197998,1.8349535492297275,SRR6998058_v2
GO:0044393,microspike,3,1,0.04,0.04345,CC,1,1.8842477735992298,-0,269,,1.9366392485231732,1.8334278272420201,SRR6998058_v2
GO:0034750,Scrib-APC-beta-catenin complex,3,1,0.04,0.04345,CC,1,1.8826332941120467,-0,270,,1.934924834843093,1.8319076090897617,SRR6998058_v2
GO:0097418,neurofibrillary tangle,3,1,0.04,0.04345,CC,1,1.881024794192216,-0,271,,1.9332169582158651,1.8303928549196462,SRR6998058_v2
GO:0045298,tubulin complex,3,1,0.04,0.04345,CC,1,1.8794222297099383,-0,272,,1.9315155693397996,1.8288835253112552,SRR6998058_v2
GO:0098690,glycinergic synapse,3,1,0.04,0.04345,CC,1,1.877825557022143,-0,273,,1.9298206194668155,1.8273795812707943,SRR6998058_v2
GO:0044300,cerebellar mossy fiber,3,1,0.04,0.04345,CC,1,1.8762347329653546,-0,274,,1.928132060394202,1.8258809842249564,SRR6998058_v2
GO:0033186,CAF-1 complex,3,1,0.04,0.04345,CC,1,1.8746497148486936,-0,275,,1.9264498444565321,1.8243876960148784,SRR6998058_v2
GO:0030485,smooth muscle contractile fiber,3,1,0.04,0.04345,CC,1,1.8730704604470003,-0,276,,1.9247739245177253,1.8228996788902032,SRR6998058_v2
GO:0008517,folic acid transmembrane transporter act...,3,1,0.04,0.0438,MF,1,1.8714969279940872,-0,277,,1.9231042539632566,1.821416895503271,SRR6998058_v2
GO:0042296,ISG15 transferase activity,3,1,0.04,0.0438,MF,1,1.8699290761761092,-0,278,,1.921440786692506,1.8199393089033924,SRR6998058_v2
GO:0098973,structural constituent of postsynaptic a...,3,1,0.04,0.0438,MF,1,1.8683668641250564,-0,279,,1.9197834771112514,1.8184668825312191,SRR6998058_v2
GO:0045519,interleukin-23 receptor binding,3,1,0.04,0.0438,MF,1,1.8668102514123621,-0,280,,1.918132280124294,1.8169995802132455,SRR6998058_v2
GO:0019534,toxin transmembrane transporter activity,3,1,0.04,0.0438,MF,1,1.865259198042624,-0,281,,1.916487151128219,1.8155373661563734,SRR6998058_v2
GO:0051538,"3 iron, 4 sulfur cluster binding",3,1,0.04,0.0438,MF,1,1.8637136644474392,-0,282,,1.9148480460042874,1.8140802049425786,SRR6998058_v2
GO:1990829,C-rich single-stranded DNA binding,3,1,0.04,0.0438,MF,1,1.8621736114793468,-0,283,,1.913214921111454,1.8126280615236932,SRR6998058_v2
GO:0031852,mu-type opioid receptor binding,3,1,0.04,0.0438,MF,1,1.8606390004058788,-0,284,,1.9115877332795124,1.8111809012162519,SRR6998058_v2
GO:0031686,A1 adenosine receptor binding,3,1,0.04,0.0438,MF,1,1.8591097929037141,-0,285,,1.9099664398023601,1.8097386896964343,SRR6998058_v2
GO:0003994,aconitate hydratase activity,3,1,0.04,0.0438,MF,1,1.8575859510529373,-0,286,,1.9083509984313858,1.808301392995111,SRR6998058_v2
GO:0045776,negative regulation of blood pressure,24,2,0.35,0.04556,BP,1,1.8560674373313955,-0,287,,1.906741367368972,1.8068689774929514,SRR6998058_v2
GO:0071300,cellular response to retinoic acid,24,2,0.35,0.04556,BP,1,1.854554214609155,-0,288,,1.9051375052621125,1.8054414099156375,SRR6998058_v2
GO:0070062,extracellular exosome,55,3,0.82,0.04694,CC,1,1.853046246143054,-0,289,,1.9035393711961444,1.8040186573291321,SRR6998058_v2
GO:0032007,negative regulation of TOR signaling,43,3,0.62,0.04868,BP,1,1.8515434955713492,-0,290,,1.9019469246885867,1.8026006871350648,SRR6998058_v2
GO:0046966,thyroid hormone receptor binding,24,2,0.36,0.0487,MF,1,1.8500459269084546,-0,291,,1.9003601256830893,1.8011874670661543,SRR6998058_v2
GO:0034260,negative regulation of GTPase activity,25,2,0.36,0.04907,BP,1,1.8485535045397712,-0,292,,1.8987789345434858,1.799778965181753,SRR6998058_v2
GO:0010667,negative regulation of cardiac muscle ce...,25,2,0.36,0.04907,BP,1,1.847066193216605,-0,293,,1.8972033120479501,1.7983751498634248,SRR6998058_v2
GO:0001658,branching involved in ureteric bud morph...,26,2,0.38,0.05267,BP,1,1.8455839580511708,-0,294,,1.8956332193832546,1.7969759898106203,SRR6998058_v2
GO:0045907,positive regulation of vasoconstriction,26,2,0.38,0.05267,BP,1,1.8441067645116838,-0,295,,1.8940686181391262,1.7955814540364328,SRR6998058_v2
